,popularity,budget,revenue,original_title,cast,director,runtime,vote_average,release_year,genre,production_company
134,1.245224,14767252.73739476,1702433.0,A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,Fernando LeÃ³n de Aranoa,106,6.3,2015,Comedy,Reposado Producciones
135,1.225325,40000000.0,10664749.0,The Gunman,Sean Penn|Jasmine Trinca|Javier Bardem|Ray Winstone|Mark Rylance,Pierre Morel,115,5.6,2015,Action,StudioCanal
136,1.191138,1000000.0,62882090.0,Unfriended,Shelley Hennig|Moses Jacob Storm|Renee Olstead|William Peltz|Jacob Wysocki,Levan Gabriadze,82,5.6,2015,Horror,Bazelevs Production
137,1.178831,35000000.0,51680201.0,Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,Anne Fletcher,87,5.5,2015,Action,New Line Cinema
138,1.164724,10000000.0,104303851.0,Insidious: Chapter 3,Dermot Mulroney|Stefanie Scott|Lin Shaye|Leigh Whannell|Angus Sampson,Leigh Whannell,97,6.3,2015,Drama,Sony Pictures
139,1.161812,14767252.73739476,118483.0,Z for Zachariah,Margot Robbie|Chiwetel Ejiofor|Chris Pine,Craig Zobel,97,5.5,2015,Drama,Palomar Pictures
140,1.144808,14767252.73739476,40086576.743638255,Dragonheart 3: The Sorcerer's Curse,Julian Morris|Tamzin Merchant|Jassa Ahluwalia|Ben Kingsley|Jonjo O'Neill,Colin Teague,97,4.5,2015,Action,Raffaella Productions
141,1.142518,6000000.0,41387687.0,The Lady in the Van,Maggie Smith|Alex Jennings|Frances de la Tour|Gwen Taylor|Dominic Cooper,Nicholas Hytner,104,5.9,2015,Comedy,BBC Films
142,1.138395,40000000.0,34227298.0,Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,Paul McGuigan,109,5.5,2015,Drama,Twentieth Century Fox Film Corporation
143,1.128081,14767252.73739476,40086576.743638255,Brothers of the Wind,Manuel Camacho|Jean Reno|Tobias Moretti|Eva Kuen,Gerado Olivares|Otmar Penker,98,7.5,2015,Adventure,Terra Mater Factual Studios
144,1.125239,8000000.0,3759286.0,Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,Duke Johnson|Charlie Kaufman,90,6.7,2015,Animation,Starburns Industries
145,1.073349,1800000.0,40086576.743638255,Bone Tomahawk,Kurt Russell|Richard Jenkins|Matthew Fox|Lili Simmons|Sean Young,S. Craig Zahler,132,6.3,2015,Horror,Caliber Media Company
146,1.065888,14767252.73739476,17671101.0,Regression,Ethan Hawke|Emma Watson|Aaron Ashmore|Devon Bostick|David Thewlis,Alejandro AmenÃ¡bar,106,5.2,2015,Horror,The Weinstein Company
147,1.063055,14767252.73739476,40086576.743638255,Pawn Sacrifice,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,Edward Zwick,114,6.6,2015,Drama,Material Pictures
148,1.046518,14767252.73739476,11472454.0,The Man Who Knew Infinity,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam,Matt Brown,108,7.1,2015,Drama,Animus Films
149,1.041922,20000000.0,40086576.743638255,Momentum,Olga Kurylenko|Morgan Freeman|James Purefoy|Jenna Saras|Lee-Anne Summers,Stephen S. Campanelli,96,5.8,2015,Thriller,Thaba Media
150,1.03839,2000000.0,1477002.0,The Diary of a Teenage Girl,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva,Marielle Heller,102,6.8,2015,Drama,Caviar Films
151,1.036825,14767252.73739476,40086576.743638255,Pay the Ghost,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty,Uli Edel,94,5.3,2015,Horror,Voltage Films
152,1.02762,14767252.73739476,40086576.743638255,The Voices,Ryan Reynolds|Gemma Arterton|Anna Kendrick|Jacki Weaver|Ella Smith,Marjane Satrapi,101,6.0,2015,Horror,Studio Babelsberg
153,1.021441,14767252.73739476,3643591.0,Last Knights,Clive Owen|Morgan Freeman|Aksel Hennie|Shohreh Aghdashloo|James Babson,Kazuaki Kiriya,115,6.3,2015,Action,Czech Anglo Productions
154,1.008474,12000000.0,40086576.743638255,Il racconto dei racconti,Salma Hayek|Vincent Cassel|John C. Reilly|Toby Jones|Shirley Henderson,Matteo Garrone,125,5.7,2015,Romance,HanWay Films
155,1.007054,11000000.0,27391084.0,Irrational Man,Emma Stone|Joaquin Phoenix|Jamie Blackley|Parker Posey|Meredith Hagner,Woody Allen,95,6.1,2015,Mystery,Sony Pictures
156,0.973316,15000000.0,40086576.743638255,Queen of the Desert,Nicole Kidman|James Franco|Robert Pattinson|Damian Lewis|Jenny Agutter,Werner Herzog,128,6.0,2015,Drama,Benaroya Pictures
157,0.956096,18000000.0,41325328.0,Ricki and the Flash,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald,Jonathan Demme,100,5.5,2015,Comedy,Columbia TriStar
158,0.953647,14767252.73739476,40086576.743638255,Miss You Already,Drew Barrymore|Toni Collette|Dominic Cooper|Jacqueline Bisset|Paddy Considine,Catherine Hardwicke,112,7.2,2015,Comedy,S Films
159,0.953046,630019.0,40086576.743638255,Kung Fury,David Sandberg|Jorma Taccone|Leopold Nilsson|Andreas Cahling|Helene Ahlson,David Sandberg,31,7.7,2015,Action,Laser Unicorns
160,0.950793,12000000.0,60273173.0,The Perfect Guy,Michael Ealy|Sanaa Lathan|Morris Chestnut|Kathryn Morris|Rutina Wesley,David M. Rosenthal,100,5.6,2015,Drama,Screen Gems
161,0.938432,14767252.73739476,1936524.0,A Bigger Splash,Tilda Swinton|Matthias Schoenaerts|Ralph Fiennes|Dakota Johnson|Aurore ClÃ©ment,Luca Guadagnino,120,5.8,2015,Crime,StudioCanal
162,0.93762,10000000.0,7587485.0,While We're Young,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,Noah Baumbach,97,5.9,2015,Drama,Scott Rudin Productions
163,0.927339,40000000.0,106511453.0,Get Hard,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,Etan Cohen,100,5.9,2015,Comedy,Gary Sanchez Productions
164,0.91704,14767252.73739476,40086576.743638255,Kidnapping Mr. Heineken,Anthony Hopkins|Jim Sturgess|Sam Worthington|Ryan Kwanten|Mark van Eeuwen,Daniel Alfredson,95,5.8,2015,Drama,Umedia
165,0.913085,60000000.0,40086576.743638255,The Ridiculous 6,Adam Sandler|Taylor Lautner|Steve Buscemi|Terry Crews|Danny Trejo,Frank Coraci,119,4.8,2015,Comedy,Happy Madison Productions
166,0.90686,14767252.73739476,40086576.743638255,Kill Me Three Times,Teresa Palmer|Simon Pegg|Luke Hemsworth|Sullivan Stapleton|Alice Braga,Kriv Stenders,90,5.1,2015,Comedy,Parabolic Pictures
167,0.906036,25000000.0,24902723.0,The 33,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,Patricia Riggen,120,5.8,2015,History,Alcon Entertainment
168,0.898296,14000000.0,16002420.0,Suffragette,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,Sarah Gavron,106,7.1,2015,Drama,Ruby Films
169,0.894477,14767252.73739476,40086576.743638255,45 Years,Charlotte Rampling|Tom Courtenay|Dolly Wells|Geraldine James|David Sibley,Andrew Haigh,95,6.0,2015,Drama,The Bureau
170,0.880938,6000000.0,11122090.0,We Are Your Friends,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad,Max Joseph,96,6.2,2015,Drama,Working Title Films
171,0.880268,14767252.73739476,6075.0,Barely Lethal,Hailee Steinfeld|Sophie Turner|Jessica Alba|Samuel L. Jackson|Dove Cameron,Kyle Newman,96,5.5,2015,Adventure,A24
172,0.874641,14767252.73739476,13192457.0,Macbeth,Michael Fassbender|Marion Cotillard|Paddy Considine|Sean Harris|Jack Reynor,Justin Kurzel,113,6.4,2015,History,Studio Canal
173,0.872149,14767252.73739476,16775.0,Extraction,Bruce Willis|Gina Carano|Kellan Lutz|D. B. Sweeney|Dan Bilzerian,Steven C. Miller,83,4.2,2015,Action,Emmett/Furla Films
174,0.861179,14767252.73739476,40086576.743638255,Jenny's Wedding,Katherine Heigl|Tom Wilkinson|Alexis Bledel|Grace Gummer|Linda Emond,Mary Agnes Donoghue,94,5.2,2015,Comedy,MM Productions
175,0.848748,14767252.73739476,40086576.743638255,Descendants,Booboo Stewart|Dove Cameron|Keegan Connor Tracy|Stephanie Bennett|Dan Payne,Kenny Ortega,112,6.7,2015,Music,Walt Disney Television
176,0.843174,14767252.73739476,40086576.743638255,Tumbledown,Joe Manganiello|Jason Sudeikis|Blythe Danner|Rebecca Hall|Dianna Agron,Sean Mewshaw,105,6.6,2015,Music,Echo Films
177,0.842202,14767252.73739476,30229977.0,Far from the Madding Crowd,Carey Mulligan|Matthias Schoenaerts|Michael Sheen|Tom Sturridge|Juno Temple,Thomas Vinterberg,119,6.9,2015,Romance,Fox Searchlight Pictures
178,0.836941,14767252.73739476,3002884.0,The End of the Tour,Jason Segel|Jesse Eisenberg|Anna Chlumsky|Mamie Gummer|Joan Cusack,James Ponsoldt,106,7.3,2015,Drama,A24
179,0.832487,10000000.0,85978266.0,The Second Best Exotic Marigold Hotel,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,John Madden,122,6.4,2015,Drama,Participant Media
180,0.829111,20000000.0,6420319.0,Little Boy,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,Alejandro Monteverde,106,7.1,2015,Comedy,Metanoia Films
181,0.821443,14767252.73739476,40086576.743638255,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Nolan North|Troy Baker|Diedrich Bader|Khary Payton|James Arnold Taylor,Brandon Vietti,48,6.4,2015,Action,Warner Bros. Animation
182,0.820691,14767252.73739476,1986615.0,Remember,Christopher Plummer|Martin Landau|Dean Norris|Henry Czerny|Bruno Ganz,Atom Egoyan,94,7.7,2015,Drama,Serendipity Point Films
183,0.814206,37000000.0,26250020.0,Aloha,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,Cameron Crowe,105,5.2,2015,Adventure,Columbia Pictures
184,0.813893,26000000.0,40086576.743638255,Accidental Love,Jake Gyllenhaal|Jessica Biel|James Marsden|Catherine Keener|Paul Reubens,David O. Russell|Stephen Greene,100,3.6,2015,Romance,K. JAM Media
185,0.810667,14767252.73739476,40086576.743638255,Halo: The Fall of Reach,Steve Downes|Jen Taylor|Michelle Lukes|Travis Willingham|Brittany Uomoleale,Ian Kirby,67,5.3,2015,Action,343 Industries
186,0.795762,28000000.0,7002261.0,Our Brand Is Crisis,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,David Gordon Green,108,5.7,2015,Drama,Participant Media
187,0.792471,14767252.73739476,40086576.743638255,Into the Forest,Ellen Page|Evan Rachel Wood|Max Minghella|Callum Keith Rennie|Michael Eklund,Patricia Rozema,101,5.1,2015,Drama,Rhombus Media
188,0.787969,14767252.73739476,231737.0,The Invitation,Michiel Huisman|Logan Marshall-Green|Tammy Blanchard|Mike Doyle|John Carroll Lynch,Karyn Kusama,100,6.4,2015,Thriller,Pandastorm Pictures
189,0.781809,14767252.73739476,40086576.743638255,The Benefactor,Dakota Fanning|Theo James|Richard Gere|Clarke Peters|Brian Anthony Wilson,Andrew Renzi,90,4.5,2015,Drama,KSM
190,0.773909,14767252.73739476,40086576.743638255,Open Season: Scared Silly,Garry Chalk|Kathleen Barr|Willa Townsend|Melissa Sturm|Trevor Devall,David Feiss,85,5.6,2015,Animation,Sony Pictures Animation
191,0.77107,14767252.73739476,134552.0,Cop Car,Kevin Bacon|James Freedson-Jackson|Hays Wellford|Shea Whigham|Camryn Manheim,Jon Watts,86,5.5,2015,Thriller,Park Pictures
192,0.768138,14767252.73739476,40086576.743638255,Mojave,Oscar Isaac|Garrett Hedlund|Mark Wahlberg|Walton Goggins|Louise Bourgoin,William Monahan,93,4.3,2015,Thriller,Atlas Independent
193,0.758133,14767252.73739476,3214116.0,Sleeping with Other People,Jason Sudeikis|Alison Brie|Adam Scott|Natasha Lyonne|Amanda Peet,Leslye Headland,100,6.2,2015,Comedy,Sidney Kimmel Entertainment
194,0.747541,11000000.0,40086576.743638255,Forsaken,Demi Moore|Kiefer Sutherland|Donald Sutherland|Brian Cox|Siobhan Williams,Jon Cassar,90,5.6,2015,Western,Minds Eye Entertainment
195,0.738404,14767252.73739476,8413144.0,Amy,Amy Winehouse|Mark Ronson|Tony Bennett|Pete Doherty|Blake Fielder,Asif Kapadia,128,7.5,2015,Documentary,On The Corner Films
196,0.7299,14767252.73739476,40086576.743638255,Madame Bovary,Mia Wasikowska|Ezra Miller|Laura Carmichael|Henry Lloyd-Hughes|Paul Giamatti,Sophie Barthes,118,5.3,2015,Drama,A Company Filmproduktionsgesellschaft
197,0.719407,14767252.73739476,40086576.743638255,The Hallow,Joseph Mawle|Bojana NovakoviÄ‡|Michael McElhatton|Gary Lydon|Stuart Graham,Corin Hardy,97,4.9,2015,Fantasy,Prescience
198,0.714131,14767252.73739476,40086576.743638255,Barbie in Princess Power,Britt Irvin|Michael Kopsa|Kelly Sheridan,Zeke Norton,74,5.5,2015,Family,Mattel Playground Productions
199,0.707355,14767252.73739476,40086576.743638255,Howl,Ed Speleers|Shauna Macdonald|Elliot Cowan|Holly Weston|Amit Shah,Paul Hyett,89,4.9,2015,Horror,Starchild Pictures
200,0.706023,7000000.0,573335.0,Freeheld,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,Peter Sollett,103,7.1,2015,Romance,Double Feature Films
201,0.70137,14767252.73739476,40086576.743638255,Man Up,Simon Pegg|Lake Bell|Rory Kinnear|Ken Stott|Harriet Walter,Ben Palmer,88,6.5,2015,Romance,Big Talk Productions
202,0.699932,3000000.0,695269.0,Love,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©,Gaspar NoÃ©,134,4.7,2015,Drama,Wild Bunch
203,0.69957,9600000.0,2541554.0,Truth,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,James Vanderbilt,121,6.4,2015,Drama,Echo Lake Entertainment
204,0.696184,14767252.73739476,40086576.743638255,Return to Sender,Rosamund Pike|Rumer Willis|Nick Nolte|Scout Taylor-Compton|Shiloh Fernandez,Fouad Mikati,95,5.0,2015,Thriller,Voltage Pictures
205,0.690479,10000000.0,10835752.0,Danny Collins,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer,Dan Fogelman,107,6.6,2015,Comedy,Big Indie Pictures
206,0.689579,15000000.0,3020664.0,Rock the Kasbah,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney,Barry Levinson,100,5.1,2015,Comedy,Shangri-La Entertainment
207,0.689571,2240000.0,40086576.743638255,Fathers and Daughters,Amanda Seyfried|Kylie Rogers|Russell Crowe|Aaron Paul|QuvenzhanÃ© Wallis,Gabriele Muccino,116,7.0,2015,Drama,Andrea Leone Films
208,0.673792,1000000.0,14444999.0,"Hello, My Name Is Doris",Sally Field|Max Greenfield|Beth Behrs|Stephen Root|Natasha Lyonne,Michael Showalter,95,6.6,2015,Comedy,Red Crown Productions
209,0.669351,13000000.0,1784763.0,The Vatican Tapes,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson,Mark Neveldine,91,4.5,2015,Thriller,Lakeshore Entertainment
210,0.661471,8000000.0,1411927.0,99 Homes,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore,Ramin Bahrani,112,6.8,2015,Drama,Imagenation Abu Dhabi FZ
211,0.661163,14000000.0,12314651.0,Hot Tub Time Machine 2,Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Chevy Chase,Steve Pink,93,5.0,2015,Comedy,Paramount Pictures
212,0.654335,14767252.73739476,40086576.743638255,Knight of Cups,Christian Bale|Cate Blanchett|Natalie Portman|Brian Dennehy|Antonio Banderas,Terrence Malick,118,5.7,2015,Romance,Waypoint Entertainment
213,0.654046,4000000.0,143101.0,Manglehorn,Al Pacino|Chris Messina|Holly Hunter|Harmony Korine|Natalie Wilemon,David Gordon Green,97,5.0,2015,Drama,Worldview Entertainment
214,0.649628,14767252.73739476,40086576.743638255,Mississippi Grind,Ryan Reynolds|Ben Mendelsohn|Sienna Miller|Analeigh Tipton|Alfre Woodard,Ryan Fleck|Anna Boden,108,5.7,2015,Drama,Electric City Entertainment
215,0.644786,14767252.73739476,40086576.743638255,400 Days,Caity Lotz|Brandon Routh|Tom Cavanagh|Dane Cook|Ben Feldman,Matt Osterman,91,4.2,2015,Mystery,New Artists Alliance
216,0.640151,14767252.73739476,40086576.743638255,Lava,Napua Greig|Kuana Torres Kahele,James Ford Murphy,7,7.3,2015,Animation,Pixar Animation Studios
217,0.638557,14767252.73739476,40086576.743638255,Air,Norman Reedus|Djimon Hounsou|Sandrine Holt|Peter Benson|Michael Hogan,Christian Cantamessa,94,4.7,2015,Thriller,Automatik Entertainment
218,0.633608,14767252.73739476,40086576.743638255,Riot,Matthew Reese|Dolph Lundgren|Danielle Chuchran|Chuck Liddell,John Lyde,88,5.0,2015,Action,Mainstay Productions
219,0.629561,14767252.73739476,40086576.743638255,Septembers of Shiraz,Adrien Brody|Salma Hayek|Gabriella Wright|Shohreh Aghdashloo|Bashar Rahal,Wayne Blair,110,5.9,2015,Drama,Eclectic pictures
220,0.607124,14767252.73739476,8034.0,Every Thing Will Be Fine,James Franco|Rachel McAdams|Charlotte Gainsbourg|Marie-JosÃ©e Croze|Peter Stormare,Wim Wenders,118,5.1,2015,Drama,Neue Road Movies
221,0.606113,14767252.73739476,40086576.743638255,Extinction,Matthew Fox|Jeffrey Donovan|Quinn McColgan|Valeria Vereau|Clara Lago,Miguel Ãngel Vivas,110,5.3,2015,Drama,Vaca Films
222,0.604928,14767252.73739476,40086576.743638255,The Childhood of a Leader,BÃ©rÃ©nice Bejo|Liam Cunningham|Robert Pattinson|Stacy Martin|Yolande Moreau,Brady Corbet,116,3.6,2015,Mystery,Hepp Film
223,0.602165,8000000.0,35991087.0,A Walk in the Woods,Robert Redford|Nick Nolte|Emma Thompson|Nick Offerman|Kristen Schaal,Ken Kwapis,104,5.4,2015,Drama,Wildwood Enterprises
224,0.599751,14767252.73739476,40086576.743638255,Clown,Peter Stormare|Laura Allen|Elizabeth Whitmere|Christian Distefano|John MacDonald,Jon Watts,100,5.2,2015,Horror,Zed Filmworks
225,0.599655,3300000.0,64110728.0,The Lazarus Effect,Olivia Wilde|Mark Duplass|Donald Glover|Evan Peters|Sarah Bolger,David Gelb,83,4.9,2015,Thriller,Lionsgate
226,0.589472,14767252.73739476,40086576.743638255,Batman vs. Robin,Jason O'Mara|Stuart Allan|David McCallum|Sean Maher|Jeremy Sisto,Jay Oliva,72,6.8,2015,Action,Warner Bros. Animation
227,0.586735,8000000.0,40086576.743638255,Careful What You Wish For,Dermot Mulroney|Kandyse McClure|Isabel Lucas|Graham Rogers|Nick Jonas,Elizabeth Allen Rosenbaum,91,5.4,2015,Thriller,Hyde Park Entertainment
228,0.584363,14767252.73739476,40086576.743638255,Racing Extinction,Elon Musk|Jane Goodall|Louie Psihoyos|Leilani Munter|Charles Hambleton,Louie Psihoyos,90,7.8,2015,Adventure,unknown
229,0.577814,35000000.0,14431253.0,Unfinished Business,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller,Ken Scott,90,4.9,2015,Comedy,Studio Babelsberg
230,0.570744,2000000.0,45431.0,Lost River,Christina Hendricks|Saoirse Ronan|Eva Mendes|Matt Smith|Iain De Caestecker,Ryan Gosling,95,5.7,2015,Fantasy,Bold Films
231,0.569443,14767252.73739476,40086576.743638255,Cobain: Montage of Heck,Kurt Cobain|Dave Grohl|Courtney Love|Krist Novoselic,Brett Morgen,132,7.5,2015,Music,HBO Documentary Films
232,0.561032,14767252.73739476,40086576.743638255,Hyena Road,Paul Gross|Rossif Sutherland|Clark Johnson|Allan Hawco|Christine Horne,Paul Gross,120,5.7,2015,War,Rhombus Media
233,0.560744,7000000.0,40086576.743638255,Criminal Activities,Dan Stevens|John Travolta|Michael Pitt|Jackie Earle Haley|Travis Aaron Wade,Jackie Earle Haley,94,5.9,2015,Thriller,NeeNee Productions
234,0.560423,12000000.0,40086576.743638255,Life,Robert Pattinson|Dane DeHaan|Joel Edgerton|Ben Kingsley|Kelly McCreary,Anton Corbijn,112,5.9,2015,Drama,See-Saw Films
235,0.553238,14767252.73739476,45710059.0,"McFarland, USA",Kevin Costner|Ramiro Rodriguez|Carlos Pratts|Johnny Ortiz|Rafael Martinez,Niki Caro,128,7.4,2015,Drama,Walt Disney Pictures
236,0.548587,14767252.73739476,40086576.743638255,Backtrack,Adrien Brody|Sam Neill|Bruce Spence|Robin McLeavy|Jenni Baird,Michael Petroni,90,5.4,2015,Horror,Head Gear Films
237,0.547827,14767252.73739476,40086576.743638255,X+Y,Asa Butterfield|Rafe Spall|Sally Hawkins|Eddie Marsan|Jo Yang,Morgan Matthews,111,6.0,2015,Drama,Original Pictures
238,0.546458,3000000.0,40086576.743638255,Home Sweet Hell,Katherine Heigl|Patrick Wilson|Jordana Brewster|Kevin McKidd|Bryce Johnson,Anthony Burns,98,4.9,2015,Drama,Darko Entertainment
239,0.542568,6000000.0,40086576.743638255,Ooops! Noah is Gone...,Tara Flynn|Alan Stanford|Martin Sheen|Amy Grant|Patrick Fitzsymons,Toby Genkel|Sean McCormack,85,5.7,2015,Animation,Skyline Entertainment
240,0.5327,14767252.73739476,40086576.743638255,The Unspoken,Jodelle Ferland|Sunny Suljic|Neal McDonough|Matt Bellefleur|Fulvio Cecere,Sheldon Wilson,90,4.1,2015,Thriller,Lighthouse Pictures
241,0.532239,14767252.73739476,40086576.743638255,Hot Girls Wanted,Rachel Bernard|Belle Knox|Tressa Silguero|Kendall Plemons,Jill Bauer|Ronna Gradus,84,5.9,2015,Documentary,Two to Tangle Productions
242,0.532205,100000.0,42664410.0,The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,Travis Cluff|Chris Lofing,87,5.0,2015,Horror,New Line Cinema
243,0.52985,14767252.73739476,40086576.743638255,Dirty Weekend,Matthew Broderick|Alice Eve|Phil Burke|Gia Crovatin|Monique Candelaria,Neil LaBute,93,4.8,2015,Drama,Horsethief Pictures
244,0.527957,14767252.73739476,40086576.743638255,I Spit on Your Grave III: Vengeance is Mine,Sarah Butler|Jennifer Landon|Doug McKeon|Gabriel Hogan|Harley Jane Kozak,R.D. Braunstein,91,5.0,2015,Horror,Cinetel Films
245,0.526642,14767252.73739476,40086576.743638255,Experimenter,Peter Sarsgaard|Winona Ryder|Edoardo Ballerini|Jim Gaffigan|Anthony Edwards,Michael Almereyda,97,6.9,2015,History,FJ Productions
246,0.524315,10000000.0,3334927.0,By the Sea,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup,Angelina Jolie,122,5.4,2015,Drama,Plan B Entertainment
247,0.52025,14767252.73739476,40086576.743638255,Woodlawn,C. Thomas Howell|Sean Astin|Jon Voight|Virginia Williams|Brando Eaton,Andrew Erwin|Jon Erwin,123,6.8,2015,Drama,Sony Pictures
248,0.516954,14767252.73739476,40086576.743638255,The Hollow,Stephanie Hunt|Sarah Dugdale|Alisha Newton|Hilary Jardine|Richard Harmon,Sheldon Wilson,90,5.1,2015,Horror,Sonar Entertainment
249,0.515401,14767252.73739476,40086576.743638255,Visions,Isla Fisher|Anson Mount|Gillian Jacobs|Jim Parsons|Eva Longoria,Kevin Greutert,80,5.5,2015,Thriller,Blumhouse Productions
